t,indicators_liveliness_account_based
2010-03-13,0.0268362741065933
2010-03-14,0.0267510940788406
2010-03-15,0.0266004005179595
2010-03-16,0.0264719426998003
2010-03-17,0.0267377948785919
2010-03-18,0.0266953317100265
2010-03-19,0.0267569804169341
2010-03-20,0.02666560590602
2010-03-21,0.0265601518273487
2010-03-22,0.0263699437220945
2010-03-23,0.0263600460523357
2010-03-24,0.0264057331139796
2010-03-25,0.0264213081218408
2010-03-26,0.0266102288898679
2010-03-27,0.0265443093489409
2010-03-28,0.0265434192283847
2010-03-29,0.0263712108729414
2010-03-30,0.0261775788361369
2010-03-31,0.0259782942725902
2010-04-01,0.0258229873183912
2010-04-02,0.0256632210939235
2010-04-03,0.0255141283258423
2010-04-04,0.0253761898860301
2010-04-05,0.0253771818361011
2010-04-06,0.0259951836615192
2010-04-07,0.0265668260155132
2010-04-08,0.0267437749613281
2010-04-09,0.0266986259460735
2010-04-10,0.0286650166275804
2010-04-11,0.0293211080897734
2010-04-12,0.0299785037558559
2010-04-13,0.0298931825664996
2010-04-14,0.0298199823504043
2010-04-15,0.0339884794504423
2010-04-16,0.0480565723468867
2010-04-17,0.0480347633207019
2010-04-18,0.0476910057792585
2010-04-19,0.0475323105213727
2010-04-20,0.0480881965911484
2010-04-21,0.0480425175446469
2010-04-22,0.0480424714194475
2010-04-23,0.0479597670689269
2010-04-24,0.0478069677339211
2010-04-25,0.048062822477785
2010-04-26,0.048130074609933
2010-04-27,0.0484411995795377
2010-04-28,0.0481722900565967
2010-04-29,0.0480611486581285
2010-04-30,0.0496935465049096
2010-05-01,0.0506188779210571
2010-05-02,0.0503232005115906
2010-05-03,0.0501193593661619
2010-05-04,0.0500674984321355
2010-05-05,0.0507411132429208
2010-05-06,0.0511206788774758
2010-05-07,0.05187209528826
2010-05-08,0.0522107633874716
2010-05-09,0.0526174819692712
2010-05-10,0.0525199577293577
2010-05-11,0.0524315936947175
2010-05-12,0.0524976755972086
2010-05-13,0.0526738563491503
2010-05-14,0.0529002082052536
2010-05-15,0.0531384460416145
2010-05-16,0.0529819866557014
2010-05-17,0.0528531001679079
2010-05-18,0.0529281633266465
2010-05-19,0.0528430306279967
2010-05-20,0.052627086684848
2010-05-21,0.0523633099950819
2010-05-22,0.0529265478420052
2010-05-23,0.0532279709836091
2010-05-24,0.0529155775889208
2010-05-25,0.0525805607787078
2010-05-26,0.0523620609730221
2010-05-27,0.0523752948546998
2010-05-28,0.0537216362064914
2010-05-29,0.0542305029065552
2010-05-30,0.0542075648151745
2010-05-31,0.0539794693927174
2010-06-01,0.0537961016868981
2010-06-02,0.0538827246132688
2010-06-03,0.0537850824487053
2010-06-04,0.055522426360629
2010-06-05,0.055766701940108
2010-06-06,0.0555168008871732
2010-06-07,0.0556818100294259
2010-06-08,0.0563900407893266
2010-06-09,0.0573021128784859
2010-06-10,0.0583951659843894
2010-06-11,0.0583799810934723
2010-06-12,0.0583482921536937
2010-06-13,0.0581081055658666
2010-06-14,0.0585229822683786
2010-06-15,0.0588778280439244
2010-06-16,0.0586628363154687
2010-06-17,0.0591821018283346
2010-06-18,0.0597023193276212
2010-06-19,0.0610878276647206
2010-06-20,0.0625415103438849
2010-06-21,0.0623588370294167
2010-06-22,0.0621205883032049
2010-06-23,0.0619661047034405
2010-06-24,0.0621473096767535
2010-06-25,0.0624635029109237
2010-06-26,0.0624005122903092
2010-06-27,0.0624430798544469
2010-06-28,0.0622228221503778
2010-06-29,0.0628666586368852
2010-06-30,0.0639417139169906
2010-07-01,0.0645364356383432
2010-07-02,0.0645947654027168
2010-07-03,0.0651774073107919
2010-07-04,0.0650944546041514
2010-07-05,0.0656942329007429
2010-07-06,0.0658110287220781
2010-07-07,0.0664362112955366
2010-07-08,0.0664783999380615
2010-07-09,0.0661883096298518
2010-07-10,0.0659229624550531
2010-07-11,0.0660482241472993
2010-07-12,0.068889947120834
2010-07-13,0.0693032802309989
2010-07-14,0.069120964447789
2010-07-15,0.0696401060056009
2010-07-16,0.0725167205788978
2010-07-17,0.0732718519081688
2010-07-18,0.0749957549697294
2010-07-19,0.0758022329466077
2010-07-20,0.0759026598383961
2010-07-21,0.0765357283096834
2010-07-22,0.0768031672686833
2010-07-23,0.0773797362820733
2010-07-24,0.0791652351444496
2010-07-25,0.0816221176489873
2010-07-26,0.0825021657929137
2010-07-27,0.0892680380631866
2010-07-28,0.090755722473748
2010-07-29,0.0908478315975003
2010-07-30,0.0907185182589107
2010-07-31,0.0907311802159185
2010-08-01,0.091470181599772
2010-08-02,0.0912224207386224
2010-08-03,0.0909773014992584
2010-08-04,0.0917918739308515
2010-08-05,0.0915949796967841
2010-08-06,0.0915126187156839
2010-08-07,0.0921419940734866
2010-08-08,0.0926102292704752
2010-08-09,0.0931389386919963
2010-08-10,0.0937400819924431
2010-08-11,0.0939635826701746
2010-08-12,0.0940033623006365
2010-08-13,0.0941937629610259
2010-08-14,0.0937422550668678
2010-08-15,0.0931686016553796
2010-08-16,0.0932564524628433
2010-08-17,0.0939535277151244
2010-08-18,0.0941570714264868
2010-08-19,0.0944711793772554
2010-08-20,0.0942537143723695
2010-08-21,0.0940738678915364
2010-08-22,0.0944863937252682
2010-08-23,0.0941825448576899
2010-08-24,0.0937897819784336
2010-08-25,0.0934376789491398
2010-08-26,0.0931473718987374
2010-08-27,0.0930707905992199
2010-08-28,0.0933148028875746
2010-08-29,0.0930884916700803
2010-08-30,0.0929212463543117
2010-08-31,0.0936433499101088
2010-09-01,0.0937114612151783
2010-09-02,0.0937955422432906
2010-09-03,0.0938648682066373
2010-09-04,0.0938151279392925
2010-09-05,0.0952692474245326
2010-09-06,0.0963554132972797
2010-09-07,0.0965538453523911
2010-09-08,0.0964703987949236
2010-09-09,0.0973729642607782
2010-09-10,0.0971904399631617
2010-09-11,0.0968402122555878
2010-09-12,0.0966476032218942
2010-09-13,0.0969363730226409
2010-09-14,0.0968135510559905
2010-09-15,0.0975506247155587
2010-09-16,0.0977558097724578
2010-09-17,0.0998975091381665
2010-09-18,0.107157620123581
2010-09-19,0.107097920604161
2010-09-20,0.107205074594704
2010-09-21,0.107106525197836
2010-09-22,0.107031646975622
2010-09-23,0.107429950800877
2010-09-24,0.107410949769256
2010-09-25,0.10708790102779
2010-09-26,0.106823108252152
2010-09-27,0.106682943056363
2010-09-28,0.111801911953006
2010-09-29,0.126539604566465
2010-09-30,0.126698333668649
2010-10-01,0.133155154436506
2010-10-02,0.13447468478537
2010-10-03,0.138445676109291
2010-10-04,0.138930531188376
2010-10-05,0.145699817526316
2010-10-06,0.147616954387166
2010-10-07,0.147707161668316
2010-10-08,0.148442030436984
2010-10-09,0.150061495457642
2010-10-10,0.150439751244558
2010-10-11,0.15052054286381
2010-10-12,0.150388013248978
2010-10-13,0.150453055754271
2010-10-14,0.153714605294506
2010-10-15,0.154229669400236
2010-10-16,0.156644088789167
2010-10-17,0.1580995280077
2010-10-18,0.157320478348437
2010-10-19,0.156585729267573
2010-10-20,0.156099179253447
2010-10-21,0.156124898736643
2010-10-22,0.156549377824452
2010-10-23,0.156590332089443
2010-10-24,0.156817986638039
2010-10-25,0.156788209657573
2010-10-26,0.156991375871759
2010-10-27,0.157080607719091
2010-10-28,0.157482777537351
2010-10-29,0.159193336238812
2010-10-30,0.15917883983202
2010-10-31,0.158840975078033
2010-11-01,0.158802977536337
2010-11-02,0.158921198954731
2010-11-03,0.158738037384777
2010-11-04,0.159029246064135
2010-11-05,0.160224997286338
2010-11-06,0.162712340334251
2010-11-07,0.166679949034552
2010-11-08,0.170450975805774
2010-11-09,0.171853763409331
2010-11-10,0.171539689467628
2010-11-11,0.170965432734164
2010-11-12,0.170387525483663
2010-11-13,0.170048651140403
2010-11-14,0.169913823843863
2010-11-15,0.170154232597011
2010-11-16,0.177288531185562
2010-11-17,0.176895395227207
2010-11-18,0.176193904444501
2010-11-19,0.175815170536454
2010-11-20,0.176450084043419
2010-11-21,0.17629053958027
2010-11-22,0.175932429923078
2010-11-23,0.175954950493835
2010-11-24,0.175764260628273
2010-11-25,0.176422514037171
2010-11-26,0.17697061735454
2010-11-27,0.17680288255979
2010-11-28,0.176448444192958
2010-11-29,0.175898883386412
2010-11-30,0.175444531388455
2010-12-01,0.175931579963682
2010-12-02,0.17618278148269
2010-12-03,0.176872079009835
2010-12-04,0.176469063874216
2010-12-05,0.176148353128757
2010-12-06,0.177059416519817
2010-12-07,0.177397819549076
2010-12-08,0.177457154809819
2010-12-09,0.176845339342827
2010-12-10,0.176700909424786
2010-12-11,0.176838340594756
2010-12-12,0.176428439132446
2010-12-13,0.176825172926304
2010-12-14,0.17696292796849
2010-12-15,0.176877763738032
2010-12-16,0.176458399348532
2010-12-17,0.175967830647331
2010-12-18,0.175730547156552
2010-12-19,0.175802248218629
2010-12-20,0.175854109546051
2010-12-21,0.177648420182673
2010-12-22,0.18251603663828
2010-12-23,0.182175119758751
2010-12-24,0.181786740057336
2010-12-25,0.181586417841817
2010-12-26,0.181133319742087
2010-12-27,0.181383361814792
2010-12-28,0.18112528478088
2010-12-29,0.181387757255755
2010-12-30,0.181251721305101
2010-12-31,0.180944098052642
2011-01-01,0.180750999437894
2011-01-02,0.180492297358214
2011-01-03,0.18079344832327
2011-01-04,0.180692770852763
2011-01-05,0.180276979459283
2011-01-06,0.180099987013316
2011-01-07,0.179992083139288
2011-01-08,0.179942125188517
2011-01-09,0.179847604155997
2011-01-10,0.179911382099742
2011-01-11,0.18198713672078
2011-01-12,0.186240327850485
2011-01-13,0.186159501923343
2011-01-14,0.186863572536855
2011-01-15,0.187151453500583
2011-01-16,0.186899920458163
2011-01-17,0.18722167343041
2011-01-18,0.187171306291616
2011-01-19,0.18784528171647
2011-01-20,0.188613340380755
2011-01-21,0.188470692145631
2011-01-22,0.188315310921744
2011-01-23,0.188315151049513
2011-01-24,0.189109170999364
2011-01-25,0.189136836279932
2011-01-26,0.189616094920228
2011-01-27,0.209049299560798
2011-01-28,0.209621137431048
2011-01-29,0.210019258722052
2011-01-30,0.21116187268758
2011-01-31,0.21100026066805
2011-02-01,0.211774490044824
2011-02-02,0.212557721621466
2011-02-03,0.212474859183041
2011-02-04,0.212423949804905
2011-02-05,0.212396954549692
2011-02-06,0.212880966271998
2011-02-07,0.213079867647954
2011-02-08,0.213331776494974
2011-02-09,0.213251299871114
2011-02-10,0.213921298315082
2011-02-11,0.214816472352269
2011-02-12,0.21478834002501
2011-02-13,0.214380423758926
2011-02-14,0.214343067615323
2011-02-15,0.218098673168624
2011-02-16,0.2175477846346
2011-02-17,0.216817853994834
2011-02-18,0.216326892578975
2011-02-19,0.216221495342019
2011-02-20,0.215994284974262
2011-02-21,0.215639790198635
2011-02-22,0.215398446559178
2011-02-23,0.215020585191381
2011-02-24,0.214477665856819
2011-02-25,0.214516806399574
2011-02-26,0.214685113033022
2011-02-27,0.215909749075708
2011-02-28,0.216479796365672
2011-03-01,0.221431342862292
2011-03-02,0.226986990200897
2011-03-03,0.226674500492985
2011-03-04,0.226189650479605
2011-03-05,0.225887120446444
2011-03-06,0.225481123765978
2011-03-07,0.224719816779692
2011-03-08,0.224366936691311
2011-03-09,0.223971091071431
2011-03-10,0.223628354036361
2011-03-11,0.223392149708599
2011-03-12,0.223448910286008
2011-03-13,0.223946280954445
2011-03-14,0.22442911450609
2011-03-15,0.224970914500065
2011-03-16,0.227515262087995
2011-03-17,0.228077420903502
2011-03-18,0.227829352366381
2011-03-19,0.227723451548069
2011-03-20,0.227390520912289
2011-03-21,0.22703727006736
2011-03-22,0.227234655712327
2011-03-23,0.227571770252128
2011-03-24,0.228386320647573
2011-03-25,0.228489491681931
2011-03-26,0.228725476416131
2011-03-27,0.229453592935264
2011-03-28,0.229551481641069
2011-03-29,0.229229969985143
2011-03-30,0.228752418217354
2011-03-31,0.228303417541015
2011-04-01,0.227869212395301
2011-04-02,0.227378834391827
2011-04-03,0.226898839287898
2011-04-04,0.227435782486089
2011-04-05,0.227502594109017
2011-04-06,0.227630497062748
2011-04-07,0.227431161213572
2011-04-08,0.227276846834372
2011-04-09,0.227018949983261
2011-04-10,0.226548099391469
2011-04-11,0.226095141524183
2011-04-12,0.226077395498453
2011-04-13,0.22622530821952
2011-04-14,0.226342310572044
2011-04-15,0.22656687946134
2011-04-16,0.227862182803427
2011-04-17,0.228044288827023
2011-04-18,0.228409815824056
2011-04-19,0.228964140156491
2011-04-20,0.229052474473185
2011-04-21,0.228890041729695
2011-04-22,0.229094981305155
2011-04-23,0.229821100225689
2011-04-24,0.231617171863541
2011-04-25,0.231679508322921
2011-04-26,0.232043645834315
2011-04-27,0.232219312701812
2011-04-28,0.23288007410513
2011-04-29,0.244418837057064
2011-04-30,0.247212867148294
2011-05-01,0.24800259047524
2011-05-02,0.249048420809846
2011-05-03,0.249444775075493
2011-05-04,0.252496778543741
2011-05-05,0.252443459841004
2011-05-06,0.25267423091508
2011-05-07,0.253378439836331
2011-05-08,0.253864463229254
2011-05-09,0.253965609052594
2011-05-10,0.254309821857193
2011-05-11,0.256395768353471
2011-05-12,0.258584819352709
2011-05-13,0.263822272164323
2011-05-14,0.264256363121001
2011-05-15,0.265841724585833
2011-05-16,0.265992919399215
2011-05-17,0.271398595354901
2011-05-18,0.271284852362876
2011-05-19,0.272447023813837
2011-05-20,0.272790054346566
2011-05-21,0.273841412159703
2011-05-22,0.274088533498831
2011-05-23,0.27370197129073
2011-05-24,0.273227973005009
2011-05-25,0.273617741484178
2011-05-26,0.273754955223937
2011-05-27,0.274253039060716
2011-05-28,0.274441134954973
2011-05-29,0.27432591167241
2011-05-30,0.27422460126796
2011-05-31,0.27479280624954
2011-06-01,0.274832958035765
2011-06-02,0.276202393758731
2011-06-03,0.28105757200302
2011-06-04,0.285700136866396
2011-06-05,0.286796392547785
2011-06-06,0.289657403902569
2011-06-07,0.292717813304198
2011-06-08,0.297003197194029
2011-06-09,0.304283718127162
2011-06-10,0.307133065775545
2011-06-11,0.313674820791532
2011-06-12,0.320010003387607
2011-06-13,0.324142382151181
2011-06-14,0.335470980433144
2011-06-15,0.350132241176979
2011-06-16,0.356489976447314
2011-06-17,0.363852679649635
2011-06-18,0.364846768555596
2011-06-19,0.366733058940346
2011-06-20,0.371429361805687
2011-06-21,0.371157896138507
2011-06-22,0.370530850963675
2011-06-23,0.370089149124208
2011-06-24,0.369987820716177
2011-06-25,0.36975273717443
2011-06-26,0.369697470792896
2011-06-27,0.371957239885942
2011-06-28,0.378642695814995
2011-06-29,0.378823848519279
2011-06-30,0.379203228346368
2011-07-01,0.37905710469065
2011-07-02,0.378492629929945
2011-07-03,0.377914263125115
2011-07-04,0.377472485750653
2011-07-05,0.3780014319752
2011-07-06,0.378551344482795
2011-07-07,0.378225907506119
2011-07-08,0.3779980588176
2011-07-09,0.377437471790721
2011-07-10,0.377042537270546
2011-07-11,0.37852223164262
2011-07-12,0.378163944620492
2011-07-13,0.377583013594233
2011-07-14,0.376990110148165
2011-07-15,0.376472159510674
2011-07-16,0.37582608774127
2011-07-17,0.375200708101986
2011-07-18,0.377060027534121
2011-07-19,0.37860523655987
2011-07-20,0.37926681251127
2011-07-21,0.378977327222082
2011-07-22,0.378317587699669
2011-07-23,0.37770527785051
2011-07-24,0.377071070487877
2011-07-25,0.376501676110928
2011-07-26,0.37596799105007
2011-07-27,0.375213475611644
2011-07-28,0.374746372848523
2011-07-29,0.374544000514393
2011-07-30,0.374079145651907
2011-07-31,0.373779790110253
2011-08-01,0.37352374879081
2011-08-02,0.373145819319643
2011-08-03,0.373114294151281
2011-08-04,0.373058368871904
2011-08-05,0.373332642417295
2011-08-06,0.373415693208309
2011-08-07,0.373924169317354
2011-08-08,0.374066532423542
2011-08-09,0.373704426916671
2011-08-10,0.373179173628187
2011-08-11,0.372718239949476
2011-08-12,0.372252919785509
2011-08-13,0.371689813074084
2011-08-14,0.371204878167169
2011-08-15,0.370964049604838
2011-08-16,0.370414044296944
2011-08-17,0.369978633720224
2011-08-18,0.36956928806192
2011-08-19,0.369241998286175
2011-08-20,0.368845682443084
2011-08-21,0.36821269699096
2011-08-22,0.367605135030153
2011-08-23,0.367029540770251
2011-08-24,0.366537293317993
2011-08-25,0.368863281452534
2011-08-26,0.37121074567693
2011-08-27,0.377451390309025
2011-08-28,0.377673050741319
2011-08-29,0.37749295453777
2011-08-30,0.377212851115004
2011-08-31,0.376552882485582
2011-09-01,0.376014755476568
2011-09-02,0.375678361478816
2011-09-03,0.375369816172482
2011-09-04,0.374819816976754
2011-09-05,0.374608405111251
2011-09-06,0.375015454671094
2011-09-07,0.375046476984427
2011-09-08,0.375036762708341
2011-09-09,0.376195360400984
2011-09-10,0.376410193424389
2011-09-11,0.376741203015899
2011-09-12,0.378232302467815
2011-09-13,0.378465080558378
2011-09-14,0.379454210601655
2011-09-15,0.379499556918082
2011-09-16,0.379242095356722
2011-09-17,0.378929686780937
2011-09-18,0.378400501641836
2011-09-19,0.377871085932655
2011-09-20,0.377615067731997
2011-09-21,0.377246776471136
2011-09-22,0.376719702700739
2011-09-23,0.37619412119298
2011-09-24,0.375875442509147
2011-09-25,0.375431485508737
2011-09-26,0.375418124717701
2011-09-27,0.375101156627367
2011-09-28,0.374685286470928
2011-09-29,0.374142590601842
2011-09-30,0.373772932307248
2011-10-01,0.373592487376526
2011-10-02,0.373211813775151
2011-10-03,0.372697236052704
2011-10-04,0.372290659822044
2011-10-05,0.371846967295183
2011-10-06,0.372580723730391
2011-10-07,0.373176857287495
2011-10-08,0.372813464718031
2011-10-09,0.372741465080031
2011-10-10,0.372591863217546
2011-10-11,0.372445683681924
2011-10-12,0.372296283146309
2011-10-13,0.371980638856438
2011-10-14,0.371632747615783
2011-10-15,0.371219175286999
2011-10-16,0.370749073507501
2011-10-17,0.371178349026089
2011-10-18,0.372252564810519
2011-10-19,0.372634084163164
2011-10-20,0.372532021916963
2011-10-21,0.372131489458778
2011-10-22,0.372144712341866
2011-10-23,0.372023114147699
2011-10-24,0.371600711649971
2011-10-25,0.371063660875002
2011-10-26,0.370749619419786
2011-10-27,0.370654095724507
2011-10-28,0.370509245960925
2011-10-29,0.370150807567011
2011-10-30,0.370029991495584
2011-10-31,0.369755612330612
2011-11-01,0.369450947927184
2011-11-02,0.36904827753253
2011-11-03,0.368894264096624
2011-11-04,0.368914142919669
2011-11-05,0.368565315195126
2011-11-06,0.367933536131867
2011-11-07,0.367364553696862
2011-11-08,0.366983266801033
2011-11-09,0.369333795313614
2011-11-10,0.370092976686189
2011-11-11,0.370329345439043
2011-11-12,0.370422849470614
2011-11-13,0.370301025417919
2011-11-14,0.370104510920268
2011-11-15,0.370542642858348
2011-11-16,0.379503027560423
2011-11-17,0.382108238485919
2011-11-18,0.383006715252262
2011-11-19,0.383201394756014
2011-11-20,0.383091629250776
2011-11-21,0.383473240612353
2011-11-22,0.384018953707222
2011-11-23,0.38414261384243
2011-11-24,0.384281887930408
2011-11-25,0.384817580083963
2011-11-26,0.384954521969596
2011-11-27,0.384862158601354
2011-11-28,0.386048657301287
2011-11-29,0.386584857864298
2011-11-30,0.386844626559299
2011-12-01,0.387342058608963
2011-12-02,0.387108251352783
2011-12-03,0.386612925893933
2011-12-04,0.386528923533818
2011-12-05,0.386791097506804
2011-12-06,0.386629943962889
2011-12-07,0.386310413390425
2011-12-08,0.386743300946272
2011-12-09,0.386844502737834
2011-12-10,0.386292072142307
2011-12-11,0.386215919287447
2011-12-12,0.386735516434276
2011-12-13,0.38629930889019
2011-12-14,0.385840744119263
2011-12-15,0.385532082048976
2011-12-16,0.3855124999363
2011-12-17,0.38523063991311
2011-12-18,0.384655959143421
2011-12-19,0.384890398993064
2011-12-20,0.385795360550831
2011-12-21,0.386007178638587
2011-12-22,0.385543644658335
2011-12-23,0.385114233954049
2011-12-24,0.384664351748872
2011-12-25,0.38419957532443
2011-12-26,0.383823037512972
2011-12-27,0.383436328955782
2011-12-28,0.383062683339719
2011-12-29,0.38284911224055
2011-12-30,0.382634266094568
2011-12-31,0.382155962741277
2012-01-01,0.382068562026975
2012-01-02,0.382869423067833
2012-01-03,0.3825858169746
2012-01-04,0.382331643739623
2012-01-05,0.38237153930163
2012-01-06,0.382444433454418
2012-01-07,0.382227957863485
2012-01-08,0.381812754378406
2012-01-09,0.381687757899506
2012-01-10,0.381543683410495
2012-01-11,0.381764616528352
2012-01-12,0.381580017052501
2012-01-13,0.383192733623688
2012-01-14,0.382947770142669
2012-01-15,0.382775886408889
2012-01-16,0.38255708290484
2012-01-17,0.382254021274832
2012-01-18,0.382344720400338
2012-01-19,0.382122208295037
2012-01-20,0.382096967810244
2012-01-21,0.381611989521084
2012-01-22,0.381129745424242
2012-01-23,0.380639866083212
2012-01-24,0.380212946740751
2012-01-25,0.379995407374484
2012-01-26,0.379961155580712
2012-01-27,0.379799041531584
2012-01-28,0.379491680770006
2012-01-29,0.379162246167786
2012-01-30,0.378707376446815
2012-01-31,0.378325240288904
2012-02-01,0.378041979267832
2012-02-02,0.377946623093087
2012-02-03,0.37749179543072
2012-02-04,0.377164886319569
2012-02-05,0.376776656852494
2012-02-06,0.376456155627881
2012-02-07,0.37623278578761
2012-02-08,0.375877190481199
2012-02-09,0.375421722675051
2012-02-10,0.375182213160703
2012-02-11,0.375362296127413
2012-02-12,0.377408905042429
2012-02-13,0.377341572398581
2012-02-14,0.380680535360232
2012-02-15,0.382432562102252
2012-02-16,0.382203893153758
2012-02-17,0.381989116654569
2012-02-18,0.381638166908933
2012-02-19,0.381265472791523
2012-02-20,0.380796274271091
2012-02-21,0.380460167915309
2012-02-22,0.380099412814514
2012-02-23,0.379728519741292
2012-02-24,0.379472352024752
2012-02-25,0.379316117351238
2012-02-26,0.378829825530235
2012-02-27,0.37841063401143
2012-02-28,0.378046008664592
2012-02-29,0.377621829120159
2012-03-01,0.37789910574872
2012-03-02,0.377682541853705
2012-03-03,0.377886977070533
2012-03-04,0.377692238091722
2012-03-05,0.377410968656954
2012-03-06,0.377059441770005
2012-03-07,0.376722771187285
2012-03-08,0.376320178183773
2012-03-09,0.375880252492852
2012-03-10,0.375525941249072
2012-03-11,0.375422361844115
2012-03-12,0.374973274737873
2012-03-13,0.37459640764287
2012-03-14,0.374366759265986
2012-03-15,0.374309104859236
2012-03-16,0.374497789489218
2012-03-17,0.3742031564276
2012-03-18,0.374246583398369
2012-03-19,0.374015403558891
2012-03-20,0.37382114664856
2012-03-21,0.373691936887805
2012-03-22,0.373426057412752
2012-03-23,0.37330499641787
2012-03-24,0.373359728692488
2012-03-25,0.372989791371426
2012-03-26,0.372613032547859
2012-03-27,0.372303810719909
2012-03-28,0.371985267453413
2012-03-29,0.371751549661133
2012-03-30,0.373644742881118
2012-03-31,0.373745053471658
2012-04-01,0.3733038371718
2012-04-02,0.372996861628271
2012-04-03,0.373240699197662
2012-04-04,0.3732740443822
2012-04-05,0.373274170018633
2012-04-06,0.373407589981777
2012-04-07,0.373286951681631
2012-04-08,0.372969910164386
2012-04-09,0.372784112249916
2012-04-10,0.373195191259359
2012-04-11,0.37320371819128
2012-04-12,0.374126207203791
2012-04-13,0.374131906266566
2012-04-14,0.374001792219426
2012-04-15,0.373985260830617
2012-04-16,0.3739018719852
2012-04-17,0.373884458414434
2012-04-18,0.373726319346663
2012-04-19,0.37356666288304
2012-04-20,0.373340749053367
2012-04-21,0.373182586032433
2012-04-22,0.372909716758636
2012-04-23,0.372710429705764
2012-04-24,0.372524478245637
2012-04-25,0.372590735854883
2012-04-26,0.37557350249945
2012-04-27,0.375409984990136
2012-04-28,0.375034829707645
2012-04-29,0.374679893314335
2012-04-30,0.374595495690409
2012-05-01,0.374313506520729
2012-05-02,0.37402772496325
2012-05-03,0.373730524781344
2012-05-04,0.37346457395673
2012-05-05,0.373175727331991
2012-05-06,0.372874235555585
2012-05-07,0.373256672778505
2012-05-08,0.372862990532757
2012-05-09,0.372701143026104
2012-05-10,0.372572516641756
2012-05-11,0.372514025004188
2012-05-12,0.372584769397318
2012-05-13,0.375370403083052
2012-05-14,0.37566337559747
2012-05-15,0.376108221062386
2012-05-16,0.376094339782389
2012-05-17,0.376288174297828
2012-05-18,0.376487187878828
2012-05-19,0.376643090517593
2012-05-20,0.376621369492755
2012-05-21,0.376776608804618
2012-05-22,0.37717069906655
2012-05-23,0.377368164233191
2012-05-24,0.377153198766744
2012-05-25,0.377155113365187
2012-05-26,0.376998304212556
2012-05-27,0.376898730094908
2012-05-28,0.376649824520054
2012-05-29,0.376446231810913
2012-05-30,0.376280531019126
2012-05-31,0.376344420210643
2012-06-01,0.377844001111602
2012-06-02,0.377468014575983
2012-06-03,0.377161363649403
2012-06-04,0.377095222319306
2012-06-05,0.377027739494676
2012-06-06,0.37689173814778
2012-06-07,0.376718407438558
2012-06-08,0.376469641532592
2012-06-09,0.376136746750295
2012-06-10,0.375652341106952
2012-06-11,0.375310201195056
2012-06-12,0.375168302627619
2012-06-13,0.375030470458384
2012-06-14,0.374779559692892
2012-06-15,0.374463814962062
2012-06-16,0.374275371047769
2012-06-17,0.373939290660554
2012-06-18,0.373813482703391
2012-06-19,0.373507522054405
2012-06-20,0.373560013252445
2012-06-21,0.373893416563165
2012-06-22,0.373804712321108
2012-06-23,0.37348304394348
2012-06-24,0.373975763762927
2012-06-25,0.373869995245221
2012-06-26,0.373772859879362
2012-06-27,0.373525565086771
2012-06-28,0.373293056460492
2012-06-29,0.373004442148673
2012-06-30,0.372716312948732
2012-07-01,0.372418058173157
2012-07-02,0.37207566467582
2012-07-03,0.371914904135742
